:posting:id	:posting:person:id	:posting:unit:id	:posting:role	:posting:rank	:posting:date-range:starting?	:posting:date-range:ending?	:posting:claim:researcher	:posting:claim:status	:posting:claim:citation:id	:posting:date-range-precise:first	:posting:date-range-precise:last	:posting:date-range-imprecise:first	:posting:date-range-imprecise:last
09a8dc6f-8f69-49cd-87f0-1eb996fb25db	bcce8f1d-8336-466c-be8e-c6074f96cde4	dfe9a709-1a80-4bce-8040-68c6502b4f3e	Commander	Brigadier General	Y		TW	3	9f01b1c1-563f-4b40-a534-b91c7e1a5062			2012-09-01	2012-09-30
